,Coeficientes
Intercepto,4.420427101814617
x^2,-0.4871862341365807
x^3,2.2747233594509244
x^4,-1.6925889261116502
x^5,0.48146256896557527
x^6,-0.058661293839947816
x^7,0.002568471777179726
